Year,Country,Medal
1984,CHN,Silver
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Bronze
1984,CHN,Gold
1984,USA,Gold
1984,CHN,Gold
1984,USA,Silver
1984,JPN,Silver
1984,CHN,Silver
1984,JPN,Silver
1984,ROU,Bronze
1984,ROU,Gold
1984,USA,Silver
1984,FRG,Bronze
1984,CAN,Gold
1984,ROU,Silver
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,ROU,Bronze
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,CHN,Bronze
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,YUG,Gold
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,KOR,Silver
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,GBR,Bronze
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,PAK,Gold
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,NED,Gold
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,FRG,Silver
1984,GBR,Bronze
1984,USA,Bronze
1984,JPN,Gold
1984,KOR,Silver
1984,CAN,Bronze
1984,KOR,Bronze
1984,JPN,Gold
1984,FRA,Silver
1984,FRA,Bronze
1984,AUT,Bronze
1984,JPN,Gold
1984,KOR,Silver
1984,GBR,Bronze
1984,BRA,Bronze
1984,KOR,Gold
1984,ITA,Silver
1984,ROU,Bronze
1984,FRA,Bronze
1984,FRG,Gold
1984,GBR,Silver
1984,BRA,Bronze
1984,JPN,Bronze
1984,AUT,Gold
1984,USA,Silver
1984,ISL,Bronze
1984,FRG,Bronze
1984,KOR,Gold
1984,BRA,Silver
1984,ROU,Bronze
1984,FRG,Bronze
1984,JPN,Gold
1984,EGY,Silver
1984,ITA,Bronze
1984,ITA,Gold
1984,SWE,Silver
1984,FRA,Bronze
1984,FRA,Bronze
1984,FRA,Bronze
1984,ITA,Gold
1984,ITA,Gold
1984,ITA,Gold
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,NOR,Bronze
1984,NOR,Bronze
1984,ROU,Gold
1984,ROU,Gold
1984,ESP,Silver
1984,ESP,Silver
1984,YUG,Bronze
1984,YUG,Bronze
1984,USA,Gold
1984,USA,Gold
1984,BEL,Silver
1984,BEL,Silver
1984,CAN,Bronze
1984,CAN,Bronze
1984,ROU,Gold
1984,ROU,Gold
1984,NED,Silver
1984,NED,Silver
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,CAN,Gold
1984,CAN,Gold
1984,CAN,Gold
1984,CAN,Gold
1984,CAN,Gold
1984,CAN,Gold
1984,CAN,Gold
1984,CAN,Gold
1984,CAN,Gold
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,NED,Bronze
1984,NED,Bronze
1984,NED,Bronze
1984,NED,Bronze
1984,NED,Bronze
1984,NED,Bronze
1984,NED,Bronze
1984,NED,Bronze
1984,NED,Bronze
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,DEN,Bronze
1984,DEN,Bronze
1984,DEN,Bronze
1984,DEN,Bronze
1984,NZL,Gold
1984,NZL,Gold
1984,NZL,Gold
1984,NZL,Gold
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,NZL,Bronze
1984,NZL,Bronze
1984,NZL,Bronze
1984,NZL,Bronze
1984,NZL,Bronze
1984,GBR,Gold
1984,GBR,Gold
1984,GBR,Gold
1984,GBR,Gold
1984,GBR,Gold
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,AUS,Bronze
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,CAN,Silver
1984,CAN,Silver
1984,CAN,Silver
1984,CAN,Silver
1984,CAN,Silver
1984,FRG,Bronze
1984,FRG,Bronze
1984,ROU,Gold
1984,ROU,Gold
1984,CAN,Silver
1984,CAN,Silver
1984,USA,Bronze
1984,USA,Bronze
1984,USA,Bronze
1984,ITA,Gold
1984,ITA,Gold
1984,ITA,Gold
1984,ROU,Silver
1984,ROU,Silver
1984,ROU,Silver
1984,DEN,Bronze
1984,DEN,Bronze
1984,DEN,Bronze
1984,DEN,Bronze
1984,DEN,Bronze
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,ROU,Gold
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,CAN,Bronze
1984,CAN,Bronze
1984,CAN,Bronze
1984,CAN,Bronze
1984,FRG,Gold
1984,FRG,Gold
1984,FRG,Gold
1984,FRG,Gold
1984,AUS,Silver
1984,AUS,Silver
1984,AUS,Silver
1984,AUS,Silver
1984,CAN,Bronze
1984,FIN,Gold
1984,FRG,Silver
1984,BEL,Bronze
1984,ROU,Gold
1984,USA,Silver
1984,FRA,Bronze
1984,FRA,Bronze
1984,ESP,Gold
1984,ESP,Gold
1984,USA,Silver
1984,USA,Silver
1984,NZL,Bronze
1984,NED,Gold
1984,USA,Silver
1984,CAN,Bronze
1984,CAN,Bronze
1984,CAN,Bronze
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,GBR,Bronze
1984,GBR,Bronze
1984,USA,Gold
1984,USA,Gold
1984,CAN,Silver
1984,CAN,Silver
1984,CAN,Bronze
1984,NZL,Gold
1984,USA,Silver
1984,AUS,Bronze
1984,AUS,Bronze
1984,NZL,Gold
1984,NZL,Gold
1984,USA,Silver
1984,USA,Silver
1984,ITA,Bronze
1984,ITA,Bronze
1984,USA,Gold
1984,USA,Gold
1984,FRG,Silver
1984,FRG,Silver
1984,CHN,Bronze
1984,USA,Gold
1984,ITA,Silver
1984,GBR,Bronze
1984,FRA,Gold
1984,AUT,Silver
1984,AUS,Bronze
1984,CAN,Gold
1984,USA,Silver
1984,FIN,Bronze
1984,JPN,Gold
1984,ROU,Silver
1984,CHN,Bronze
1984,CHN,Gold
1984,SWE,Silver
1984,USA,Bronze
1984,CHN,Gold
1984,FRG,Silver
1984,GBR,Bronze
1984,GBR,Gold
1984,SUI,Silver
1984,GBR,Bronze
1984,USA,Gold
1984,FRA,Silver
1984,CHN,Bronze
1984,CHN,Gold
1984,COL,Silver
1984,ITA,Bronze
1984,USA,Gold
1984,DEN,Silver
1984,USA,Bronze
1984,ITA,Gold
1984,PER,Silver
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,ITA,Bronze
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,USA,Gold
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,BRA,Silver
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,JPN,Bronze
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,CHN,Gold
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,USA,Silver
1984,JPN,Bronze
1984,CHN,Gold
1984,CHN,Silver
1984,JPN,Bronze
1984,CHN,Gold
1984,CHN,Silver
1984,FRG,Bronze
1984,AUS,Gold
1984,USA,Silver
1984,USA,Bronze
1984,ITA,Gold
1984,ROU,Silver
1984,TPE,Bronze
1984,CHN,Gold
1984,ROU,Silver
1984,FIN,Bronze
1984,CHN,Gold
1984,ROU,Silver
1984,ROU,Bronze
1984,FRG,Gold
1984,CAN,Silver
1984,JPN,Bronze
1984,ROU,Gold
1984,AUS,Silver
1984,GBR,Bronze
1984,ROU,Gold
1984,ROU,Silver
1984,FIN,Bronze
1984,FRG,Gold
1984,ROU,Silver
1984,KOR,Bronze
1984,USA,Gold
1984,JPN,Silver
1984,TUR,Bronze
1984,USA,Gold
1984,CAN,Silver
1984,JPN,Bronze
1984,YUG,Gold
1984,KOR,Silver
1984,KOR,Bronze
1984,JPN,Gold
1984,USA,Silver
1984,KOR,Bronze
1984,USA,Gold
1984,JPN,Silver
1984,FIN,Bronze
1984,KOR,Gold
1984,USA,Silver
1984,YUG,Bronze
1984,USA,Gold
1984,FRG,Silver
1984,CAN,Bronze
1984,USA,Gold
1984,JPN,Silver
1984,GBR,Bronze
1984,USA,Gold
1984,JPN,Silver
1984,ROU,Bronze
1984,USA,Gold
1984,SYR,Silver
1984,JPN,Bronze
1984,ITA,Gold
1984,FRG,Silver
1984,ROU,Bronze
1984,USA,Gold
1984,YUG,Silver
1984,KOR,Bronze
1984,JPN,Gold
1984,MEX,Silver
1984,GRE,Bronze
1984,FRG,Gold
1984,JPN,Silver
1984,SUI,Bronze
1984,KOR,Gold
1984,SWE,Silver
1984,USA,Bronze
1984,YUG,Gold
1984,FIN,Silver
1984,ROU,Bronze
1984,FIN,Gold
1984,SWE,Silver
1984,SWE,Bronze
1984,ROU,Gold
1984,GRE,Silver
1984,SWE,Bronze
1984,USA,Gold
1984,ROU,Silver
1984,YUG,Bronze
1984,ROU,Gold
1984,USA,Silver
1988,MEX,Bronze
1988,USA,Gold
1988,CHN,Silver
1988,USA,Bronze
1988,CHN,Gold
1988,USA,Silver
1988,CHN,Bronze
1988,USA,Gold
1988,CHN,Silver
1988,USA,Bronze
1988,CHN,Gold
1988,CHN,Silver
1988,URS,Bronze
1988,JPN,Gold
1988,USA,Silver
1988,GDR,Bronze
1988,GDR,Gold
1988,HUN,Silver
1988,URS,Bronze
1988,GBR,Gold
1988,HUN,Silver
1988,GDR,Bronze
1988,BUL,Gold
1988,BUL,Silver
1988,GBR,Bronze
1988,SUR,Gold
1988,USA,Silver
1988,CHN,Bronze
1988,GDR,Gold
1988,GDR,Silver
1988,FRA,Bronze
1988,USA,Gold
1988,USA,Silver
1988,FRA,Bronze
1988,GDR,Gold
1988,CHN,Silver
1988,GDR,Bronze
1988,URS,Gold
1988,FRG,Silver
1988,NZL,Bronze
1988,URS,Gold
1988,GDR,Silver
1988,GDR,Bronze
1988,HUN,Gold
1988,GDR,Silver
1988,ESP,Bronze
1988,HUN,Gold
1988,GBR,Silver
1988,BUL,Bronze
1988,GDR,Gold
1988,CHN,Silver
1988,NZL,Bronze
1988,FRG,Gold
1988,DEN,Silver
1988,USA,Bronze
1988,GDR,Gold
1988,GDR,Silver
1988,USA,Bronze
1988,AUS,Gold
1988,SWE,Silver
1988,GDR,Bronze
1988,GDR,Gold
1988,CRC,Silver
1988,URS,Bronze
1988,HUN,Gold
1988,GDR,Silver
1988,ROU,Bronze
1988,GDR,Gold
1988,URS,Silver
1988,POL,Bronze
1988,GDR,Gold
1988,AUS,Silver
1988,GDR,Bronze
1988,USA,Gold
1988,GDR,Silver
1988,ITA,Bronze
1988,HUN,Gold
1988,USA,Silver
1988,GDR,Bronze
1988,USA,Gold
1988,ROU,Silver
1988,GDR,Bronze
1988,GDR,Bronze
1988,GDR,Bronze
1988,GDR,Bronze
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,URS,Silver
1988,URS,Silver
1988,URS,Silver
1988,URS,Silver
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,NED,Silver
1988,NED,Silver
1988,NED,Silver
1988,NED,Silver
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,CAN,Silver
1988,CAN,Silver
1988,CAN,Silver
1988,CAN,Silver
1988,CAN,Bronze
1988,CAN,Bronze
1988,CAN,Bronze
1988,CAN,Bronze
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,FRG,Bronze
1988,FRG,Bronze
1988,FRG,Bronze
1988,FRG,Bronze
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,GDR,Silver
1988,GDR,Silver
1988,GDR,Silver
1988,GDR,Silver
1988,URS,Bronze
1988,USA,Gold
1988,USA,Silver
1988,GDR,Bronze
1988,USA,Bronze
1988,GDR,Gold
1988,CHN,Silver
1988,AUS,Bronze
1988,USA,Gold
1988,GDR,Silver
1988,JPN,Bronze
1988,JPN,Bronze
1988,CAN,Gold
1988,CAN,Gold
1988,USA,Silver
1988,USA,Silver
1988,JPN,Bronze
1988,CAN,Gold
1988,USA,Silver
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,YUG,Gold
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,URS,Bronze
1988,USA,Gold
1988,KOR,Silver
1988,KOR,Bronze
1988,KOR,Gold
1988,KOR,Silver
1988,GBR,Bronze
1988,GBR,Bronze
1988,GBR,Bronze
1988,KOR,Gold
1988,KOR,Gold
1988,KOR,Gold
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,KOR,Gold
1988,KOR,Gold
1988,KOR,Gold
1988,INA,Silver
1988,INA,Silver
1988,INA,Silver
1988,KEN,Bronze
1988,MAR,Gold
1988,ITA,Silver
1988,URS,Bronze
1988,URS,Gold
1988,GBR,Silver
1988,USA,Bronze
1988,USA,Gold
1988,GBR,Silver
1988,GDR,Bronze
1988,USA,Gold
1988,USA,Silver
1988,FRG,Bronze
1988,BUL,Gold
1988,GDR,Silver
1988,USA,Bronze
1988,USA,Gold
1988,GBR,Silver
1988,GDR,Bronze
1988,KEN,Gold
1988,GBR,Silver
1988,URS,Bronze
1988,ROU,Gold
1988,URS,Silver
1988,BRA,Bronze
1988,USA,Gold
1988,USA,Silver
1988,GDR,Bronze
1988,USA,Gold
1988,JAM,Silver
1988,ITA,Bronze
1988,TCH,Gold
1988,GDR,Silver
1988,GBR,Bronze
1988,URS,Gold
1988,ROU,Silver
1988,GBR,Bronze
1988,KEN,Gold
1988,KEN,Silver
1988,USA,Bronze
1988,USA,Gold
1988,USA,Silver
1988,URS,Bronze
1988,URS,Gold
1988,GDR,Silver
1988,USA,Bronze
1988,USA,Gold
1988,SEN,Silver
1988,GDR,Bronze
1988,AUS,Gold
1988,URS,Silver
1988,FRA,Bronze
1988,FRA,Bronze
1988,FRA,Bronze
1988,FRA,Bronze
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,GBR,Silver
1988,GBR,Silver
1988,GBR,Silver
1988,GBR,Silver
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,GDR,Silver
1988,GDR,Silver
1988,GDR,Silver
1988,GDR,Silver
1988,FRG,Bronze
1988,FRG,Bronze
1988,FRG,Bronze
1988,FRG,Bronze
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,JAM,Silver
1988,JAM,Silver
1988,JAM,Silver
1988,JAM,Silver
1988,GDR,Bronze
1988,GDR,Bronze
1988,GDR,Bronze
1988,GDR,Bronze
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,USA,Silver
1988,GDR,Bronze
1988,KEN,Gold
1988,FRG,Silver
1988,GDR,Bronze
1988,URS,Gold
1988,GDR,Silver
1988,MAR,Bronze
1988,KEN,Gold
1988,BRA,Silver
1988,USA,Bronze
1988,GDR,Gold
1988,GDR,Silver
1988,CAN,Bronze
1988,GDR,Gold
1988,GDR,Silver
1988,FRG,Bronze
1988,GDR,Gold
1988,URS,Silver
1988,BUL,Bronze
1988,GDR,Gold
1988,GDR,Silver
1988,URS,Bronze
1988,URS,Gold
1988,URS,Silver
1988,GDR,Bronze
1988,USA,Gold
1988,GDR,Silver
1988,URS,Bronze
1988,SWE,Bronze
1988,URS,Gold
1988,USA,Silver
1988,URS,Bronze
1988,USA,Gold
1988,BUL,Silver
1988,FIN,Bronze
1988,FIN,Gold
1988,TCH,Silver
1988,GDR,Bronze
1988,GDR,Gold
1988,GBR,Silver
1988,USA,Bronze
1988,USA,Gold
1988,USA,Silver
1988,URS,Bronze
1988,USA,Gold
1988,GDR,Silver
1988,DJI,Bronze
1988,ITA,Gold
1988,KEN,Silver
1988,GDR,Bronze
1988,POR,Gold
1988,AUS,Silver
1988,URS,Bronze
1988,URS,Gold
1988,URS,Silver
1988,SUI,Bronze
1988,GDR,Gold
1988,USA,Silver
1988,CHN,Bronze
1988,URS,Gold
1988,GDR,Silver
1988,URS,Bronze
1988,BUL,Gold
1988,URS,Silver
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,USA,Bronze
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,URS,Gold
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,URS,Bronze
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,USA,Gold
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,YUG,Silver
1988,HUN,Bronze
1988,PHI,Bronze
1988,BUL,Gold
1988,USA,Silver
1988,URS,Bronze
1988,POL,Bronze
1988,CAN,Gold
1988,USA,Silver
1988,MEX,Bronze
1988,URS,Bronze
1988,KOR,Gold
1988,GDR,Silver
1988,COL,Bronze
1988,THA,Bronze
1988,USA,Gold
1988,BUL,Silver
1988,MAR,Bronze
1988,KOR,Bronze
1988,ITA,Gold
1988,ROU,Silver
1988,USA,Bronze
1988,MGL,Bronze
1988,GDR,Gold
1988,SWE,Silver
1988,FRG,Bronze
1988,SWE,Bronze
1988,URS,Gold
1988,AUS,Silver
1988,POL,Bronze
1988,USA,Bronze
1988,KEN,Gold
1988,FRA,Silver
1988,CAN,Bronze
1988,GBR,Bronze
1988,KOR,Gold
1988,USA,Silver
1988,KEN,Bronze
1988,PAK,Bronze
1988,GDR,Gold
1988,CAN,Silver
1988,POL,Bronze
1988,YUG,Bronze
1988,USA,Gold
1988,URS,Silver
1988,POL,Bronze
1988,NED,Bronze
1988,USA,Gold
1988,KOR,Silver
1988,BUL,Bronze
1988,URS,Gold
1988,GDR,Silver
1988,BUL,Bronze
1988,GDR,Gold
1988,URS,Silver
1988,POL,Bronze
1988,POL,Bronze
1988,URS,Gold
1988,URS,Gold
1988,GDR,Silver
1988,GDR,Silver
1988,FRA,Bronze
1988,FRA,Bronze
1988,URS,Gold
1988,URS,Gold
1988,POL,Silver
1988,POL,Silver
1988,GDR,Bronze
1988,USA,Gold
1988,AUS,Silver
1988,NZL,Bronze
1988,HUN,Gold
1988,GDR,Silver
1988,POL,Bronze
1988,BUL,Gold
1988,GDR,Silver
1988,AUS,Bronze
1988,AUS,Bronze
1988,USA,Gold
1988,USA,Gold
1988,NZL,Silver
1988,NZL,Silver
1988,HUN,Bronze
1988,HUN,Bronze
1988,NZL,Gold
1988,NZL,Gold
1988,URS,Silver
1988,URS,Silver
1988,NED,Bronze
1988,NED,Bronze
1988,GDR,Gold
1988,GDR,Gold
1988,BUL,Silver
1988,BUL,Silver
1988,GDR,Bronze
1988,GDR,Bronze
1988,GDR,Bronze
1988,GDR,Bronze
1988,HUN,Gold
1988,HUN,Gold
1988,HUN,Gold
1988,HUN,Gold
1988,URS,Silver
1988,URS,Silver
1988,URS,Silver
1988,URS,Silver
1988,BUL,Bronze
1988,BUL,Bronze
1988,BUL,Bronze
1988,BUL,Bronze
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,HUN,Silver
1988,HUN,Silver
1988,HUN,Silver
1988,HUN,Silver
1988,FRG,Bronze
1988,GDR,Gold
1988,FRG,Silver
1988,URS,Bronze
1988,NED,Gold
1988,FRG,Silver
1988,SWE,Bronze
1988,SWE,Bronze
1988,SWE,Bronze
1988,SWE,Bronze
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,GDR,Gold
1988,POL,Silver
1988,POL,Silver
1988,POL,Silver
1988,POL,Silver
1988,FRG,Bronze
1988,URS,Gold
1988,AUS,Silver
1988,GDR,Bronze
1988,URS,Gold
1988,AUS,Silver
1988,URS,Bronze
1988,DEN,Gold
1988,NED,Silver
1988,USA,Bronze
1988,URS,Gold
1988,GDR,Silver
1988,AUS,Bronze
1988,GDR,Gold
1988,URS,Silver
1988,AUS,Bronze
1988,AUS,Bronze
1988,AUS,Bronze
1988,AUS,Bronze
1988,URS,Gold
1988,URS,Gold
