Year,Country,Medal
1936,NED,Gold
1936,NED,Silver
1936,JPN,Bronze
1936,HUN,Gold
1936,JPN,Silver
1936,GER,Bronze
1936,NED,Gold
1936,ARG,Silver
1936,JPN,Bronze
1936,JPN,Gold
1936,USA,Silver
1936,JPN,Bronze
1936,JPN,Gold
1936,GER,Silver
1936,DEN,Bronze
1936,JPN,Gold
1936,GER,Silver
1936,JPN,Bronze
1936,USA,Gold
1936,JPN,Silver
1936,USA,Bronze
1936,NED,Gold
1936,DEN,Silver
1936,USA,Bronze
1936,USA,Bronze
1936,USA,Bronze
1936,USA,Bronze
1936,NED,Gold
1936,NED,Gold
1936,NED,Gold
1936,NED,Gold
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,JPN,Gold
1936,JPN,Gold
1936,JPN,Gold
1936,JPN,Gold
1936,USA,Silver
1936,USA,Silver
1936,USA,Silver
1936,USA,Silver
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,FIN,Bronze
1936,FIN,Gold
1936,FIN,Silver
1936,NED,Bronze
1936,USA,Gold
1936,USA,Silver
1936,GER,Bronze
1936,USA,Gold
1936,POL,Silver
1936,USA,Bronze
1936,USA,Gold
1936,GBR,Silver
1936,ITA,Bronze
1936,NZL,Gold
1936,USA,Silver
1936,NED,Bronze
1936,USA,Gold
1936,USA,Silver
1936,GER,Bronze
1936,FIN,Gold
1936,FIN,Silver
1936,USA,Bronze
1936,USA,Gold
1936,GBR,Silver
1936,PHI,Bronze
1936,USA,Gold
1936,CAN,Silver
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,CAN,Bronze
1936,CAN,Bronze
1936,CAN,Bronze
1936,CAN,Bronze
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,GBR,Silver
1936,GBR,Silver
1936,GBR,Silver
1936,GBR,Silver
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GBR,Gold
1936,GBR,Gold
1936,GBR,Gold
1936,GBR,Gold
1936,USA,Silver
1936,USA,Silver
1936,USA,Silver
1936,USA,Silver
1936,SWE,Bronze
1936,FIN,Gold
1936,FIN,Silver
1936,LAT,Bronze
1936,GBR,Gold
1936,SUI,Silver
1936,CAN,Bronze
1936,USA,Gold
1936,ITA,Silver
1936,CAN,Bronze
1936,ITA,Gold
1936,GER,Silver
1936,USA,Bronze
1936,USA,Gold
1936,USA,Silver
1936,ITA,Bronze
1936,USA,Gold
1936,USA,Silver
1936,GER,Bronze
1936,GER,Gold
1936,POL,Silver
1936,SWE,Bronze
1936,GER,Gold
1936,GER,Silver
1936,USA,Bronze
1936,USA,Gold
1936,USA,Silver
1936,GER,Bronze
1936,HUN,Gold
1936,GBR,Silver
1936,FIN,Bronze
1936,GER,Gold
1936,FIN,Silver
1936,POL,Bronze
1936,GER,Gold
1936,GER,Silver
1936,JPN,Bronze
1936,USA,Gold
1936,GER,Silver
1936,JPN,Bronze
1936,JPN,Gold
1936,GBR,Silver
1936,JPN,Bronze
1936,USA,Gold
1936,JPN,Silver
1936,GER,Bronze
1936,GER,Gold
1936,FIN,Silver
1936,AUS,Bronze
1936,JPN,Gold
1936,JPN,Silver
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Silver
1936,USA,Bronze
1936,GER,Gold
1936,ITA,Silver
1936,NOR,Bronze
1936,GER,Gold
1936,ARG,Silver
1936,MEX,Bronze
1936,ITA,Gold
1936,USA,Silver
1936,GER,Bronze
1936,ARG,Gold
1936,RSA,Silver
1936,SWE,Bronze
1936,HUN,Gold
1936,EST,Silver
1936,DEN,Bronze
1936,FIN,Gold
1936,GER,Silver
1936,ARG,Bronze
1936,FRA,Gold
1936,NOR,Silver
1936,ARG,Bronze
1936,FRA,Gold
1936,GER,Silver
1936,GER,Bronze
1936,CAN,Gold
1936,TCH,Silver
1936,AUT,Bronze
1936,AUT,Bronze
1936,TCH,Gold
1936,TCH,Gold
1936,CAN,Silver
1936,CAN,Silver
1936,CAN,Bronze
1936,CAN,Bronze
1936,TCH,Gold
1936,TCH,Gold
1936,AUT,Silver
1936,AUT,Silver
1936,GER,Bronze
1936,AUT,Gold
1936,FRA,Silver
1936,NED,Bronze
1936,NED,Bronze
1936,SWE,Gold
1936,SWE,Gold
1936,GER,Silver
1936,GER,Silver
1936,USA,Bronze
1936,GER,Gold
1936,AUT,Silver
1936,NED,Bronze
1936,AUT,Gold
1936,GER,Silver
1936,SWE,Bronze
1936,SWE,Bronze
1936,GER,Gold
1936,GER,Gold
1936,AUT,Silver
1936,AUT,Silver
1936,NED,Bronze
1936,NED,Bronze
1936,AUT,Gold
1936,AUT,Gold
1936,GER,Silver
1936,GER,Silver
1936,SUI,Bronze
1936,FRA,Gold
1936,FRA,Silver
1936,BEL,Bronze
1936,BEL,Bronze
1936,BEL,Bronze
1936,FRA,Gold
1936,FRA,Gold
1936,FRA,Gold
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,GER,Bronze
1936,NED,Gold
1936,FRA,Silver
1936,FRA,Bronze
1936,FRA,Bronze
1936,GER,Gold
1936,GER,Gold
1936,NED,Silver
1936,NED,Silver
1936,FRA,Bronze
1936,GER,Gold
1936,NED,Silver
1936,GBR,Bronze
1936,GBR,Bronze
1936,GBR,Bronze
1936,GBR,Bronze
1936,FRA,Gold
1936,FRA,Gold
1936,FRA,Gold
1936,FRA,Gold
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,AUT,Bronze
1936,GER,Gold
1936,GER,Silver
1936,SWE,Bronze
1936,SWE,Bronze
1936,SWE,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,FRA,Silver
1936,FRA,Silver
1936,FRA,Silver
1936,DEN,Bronze
1936,GER,Gold
1936,USA,Silver
1936,GBR,Bronze
1936,GBR,Bronze
1936,GBR,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,POL,Silver
1936,POL,Silver
1936,POL,Silver
1936,HUN,Bronze
1936,HUN,Bronze
1936,GER,Gold
1936,GER,Gold
1936,ROU,Silver
1936,ROU,Silver
1936,POR,Bronze
1936,POR,Bronze
1936,POR,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,NED,Silver
1936,NED,Silver
1936,NED,Silver
1936,ITA,Bronze
1936,ITA,Gold
1936,ITA,Silver
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,SWE,Silver
1936,SWE,Silver
1936,SWE,Silver
1936,SWE,Silver
1936,SWE,Silver
1936,SWE,Silver
1936,ITA,Bronze
1936,ITA,Gold
1936,FRA,Silver
1936,AUT,Bronze
1936,HUN,Gold
1936,GER,Silver
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,FRA,Silver
1936,FRA,Silver
1936,FRA,Silver
1936,FRA,Silver
1936,FRA,Silver
1936,FRA,Silver
1936,HUN,Bronze
1936,HUN,Gold
1936,ITA,Silver
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,HUN,Gold
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,NOR,Bronze
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,GER,Bronze
1936,SUI,Bronze
1936,SUI,Gold
1936,SUI,Silver
1936,GER,Bronze
1936,FIN,Gold
1936,GER,Silver
1936,GER,Bronze
1936,GER,Gold
1936,SUI,Silver
1936,GER,Bronze
1936,GER,Gold
1936,SUI,Silver
1936,SUI,Bronze
1936,GER,Gold
1936,SUI,Silver
1936,GER,Bronze
1936,TCH,Gold
1936,YUG,Silver
1936,FIN,Bronze
1936,FIN,Bronze
1936,FIN,Bronze
1936,FIN,Bronze
1936,FIN,Bronze
1936,FIN,Bronze
1936,FIN,Bronze
1936,FIN,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,HUN,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,TCH,Silver
1936,TCH,Silver
1936,TCH,Silver
1936,TCH,Silver
1936,TCH,Silver
1936,TCH,Silver
1936,TCH,Silver
1936,TCH,Silver
1936,GER,Bronze
1936,GER,Gold
1936,SUI,Silver
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,AUT,Silver
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,NED,Bronze
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,IND,Gold
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,GER,Silver
1936,ITA,Bronze
1936,GER,Gold
1936,USA,Silver
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,MEX,Bronze
1936,ARG,Gold
1936,ARG,Gold
1936,ARG,Gold
1936,ARG,Gold
1936,GBR,Silver
1936,GBR,Silver
1936,GBR,Silver
1936,GBR,Silver
1936,ARG,Bronze
1936,ARG,Bronze
1936,GER,Gold
1936,GER,Gold
1936,DEN,Silver
1936,DEN,Silver
1936,POL,Bronze
1936,POL,Bronze
1936,GBR,Gold
1936,GBR,Gold
1936,GER,Silver
1936,GER,Silver
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,USA,Gold
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,SUI,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GBR,Silver
1936,GBR,Silver
1936,GBR,Silver
1936,GBR,Silver
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,SUI,Silver
1936,FRA,Bronze
1936,FRA,Bronze
1936,FRA,Bronze
1936,GER,Gold
1936,GER,Gold
1936,GER,Gold
1936,ITA,Silver
1936,ITA,Silver
1936,ITA,Silver
1936,USA,Bronze
1936,GER,Gold
1936,AUT,Silver
1936,SWE,Bronze
1936,SWE,Bronze
1936,SWE,Bronze
1936,SWE,Bronze
1936,SWE,Bronze
1936,GBR,Gold
1936,GBR,Gold
1936,GBR,Gold
1936,GBR,Gold
1936,GBR,Gold
1936,NOR,Silver
1936,NOR,Silver
1936,NOR,Silver
1936,NOR,Silver
1936,NOR,Silver
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,GER,Bronze
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,ITA,Gold
1936,NOR,Silver
1936,NOR,Silver
1936,NOR,Silver
1936,NOR,Silver
1936,NOR,Silver
1936,NOR,Silver
1936,GBR,Bronze
1936,NED,Gold
1936,GER,Silver
1936,NED,Bronze
1936,NED,Bronze
1936,GER,Gold
1936,GER,Gold
1936,SWE,Silver
1936,SWE,Silver
1936,SWE,Bronze
1936,GER,Gold
1936,GER,Silver
1936,FRA,Bronze
1936,SWE,Gold
1936,GER,Silver
1936,POL,Bronze
1936,NOR,Gold
1936,HUN,Silver
1936,EGY,Bronze
1936,USA,Gold
1936,EGY,Silver
1936,EST,Bronze
1936,GER,Gold
1936,TCH,Silver
1936,GER,Bronze
1936,AUT,Gold
1936,EGY,Gold
1936,GER,Bronze
1936,EGY,Gold
1936,GER,Silver
1936,EGY,Bronze
1936,FRA,Gold
1936,GER,Silver
1936,GER,Bronze
1936,HUN,Gold
1936,USA,Silver
1936,FIN,Bronze
1936,EST,Gold
1936,TCH,Silver
1936,SWE,Bronze
1936,FIN,Gold
1936,USA,Silver
1936,FIN,Bronze
1936,HUN,Gold
1936,GER,Silver
1936,CAN,Bronze
1936,USA,Gold
1936,SWE,Silver
1936,TUR,Bronze
1936,FRA,Gold
1936,USA,Silver
1936,GER,Bronze
1936,SWE,Gold
1936,EST,Silver
1936,GER,Bronze
1936,HUN,Gold
1936,SWE,Silver
1936,GER,Bronze
1936,EST,Gold
1936,SWE,Silver
1936,SWE,Bronze
1936,TUR,Gold
1936,FIN,Silver
1936,EST,Bronze
1936,FIN,Gold
1936,TCH,Silver
1936,FIN,Bronze
1936,SWE,Gold
1936,GER,Silver
1936,HUN,Bronze
1936,SWE,Gold
1936,GER,Silver
1936,EST,Bronze
1936,SWE,Gold
1936,LAT,Silver
1948,MEX,Bronze
1948,USA,Gold
1948,USA,Silver
1948,DEN,Bronze
1948,USA,Gold
1948,USA,Silver
1948,USA,Bronze
1948,USA,Gold
1948,USA,Silver
1948,USA,Bronze
1948,USA,Gold
1948,USA,Silver
1948,FRA,Bronze
1948,USA,Gold
1948,USA,Silver
1948,AUS,Bronze
1948,DEN,Gold
1948,USA,Silver
1948,HUN,Bronze
1948,USA,Gold
1948,USA,Silver
1948,NED,Bronze
1948,DEN,Gold
1948,USA,Silver
1948,HUN,Bronze
1948,USA,Gold
1948,AUS,Silver
1948,USA,Bronze
1948,USA,Gold
1948,USA,Silver
1948,HUN,Bronze
1948,NED,Gold
1948,AUS,Silver
1948,AUS,Bronze
1948,USA,Gold
1948,USA,Silver
1948,GBR,Bronze
1948,USA,Gold
1948,DEN,Silver
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,DEN,Silver
1948,DEN,Silver
1948,DEN,Silver
1948,DEN,Silver
1948,FRA,Bronze
1948,FRA,Bronze
1948,FRA,Bronze
1948,FRA,Bronze
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,NED,Bronze
1948,ITA,Gold
1948,ITA,Gold
1948,ITA,Gold
1948,ITA,Gold
1948,ITA,Gold
1948,ITA,Gold
1948,ITA,Gold
1948,ITA,Gold
1948,ITA,Gold
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,HUN,Silver
1948,SWE,Bronze
1948,TCH,Gold
1948,FRA,Silver
1948,SUI,Bronze
1948,SWE,Gold
1948,SWE,Silver
1948,PAN,Bronze
1948,USA,Gold
1948,USA,Silver
1948,AUS,Bronze
1948,NED,Gold
1948,GBR,Silver
1948,USA,Bronze
1948,USA,Gold
1948,USA,Silver
1948,NED,Bronze
1948,SWE,Gold
1948,SWE,Silver
1948,PAN,Bronze
1948,USA,Gold
1948,USA,Silver
1948,USA,Bronze
1948,NED,Gold
1948,GBR,Silver
1948,SWE,Bronze
1948,SWE,Gold
1948,SWE,Silver
1948,USA,Bronze
1948,JAM,Gold
1948,JAM,Silver
1948,SWE,Bronze
1948,USA,Gold
1948,SRI,Silver
1948,ITA,Bronze
1948,ITA,Bronze
1948,ITA,Bronze
1948,ITA,Bronze
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,GBR,Silver
1948,GBR,Silver
1948,GBR,Silver
1948,GBR,Silver
1948,CAN,Bronze
1948,CAN,Bronze
1948,CAN,Bronze
1948,CAN,Bronze
1948,NED,Gold
1948,NED,Gold
1948,NED,Gold
1948,NED,Gold
1948,AUS,Silver
1948,AUS,Silver
1948,AUS,Silver
1948,AUS,Silver
1948,SWE,Bronze
1948,SWE,Bronze
1948,SWE,Bronze
1948,SWE,Bronze
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,NED,Bronze
1948,BEL,Gold
1948,TCH,Silver
1948,GBR,Bronze
1948,SWE,Gold
1948,SUI,Silver
1948,FRA,Bronze
1948,USA,Gold
1948,JAM,Silver
1948,AUS,Bronze
1948,NED,Gold
1948,GBR,Silver
1948,USA,Bronze
1948,USA,Gold
1948,FRA,Silver
1948,USA,Bronze
1948,ITA,Gold
1948,ITA,Silver
1948,FRA,Bronze
1948,FRA,Gold
1948,ITA,Silver
1948,USA,Bronze
1948,HUN,Gold
1948,YUG,Silver
1948,USA,Bronze
1948,AUS,Gold
1948,NOR,Silver
1948,FRA,Bronze
1948,USA,Gold
1948,GBR,Silver
1948,HUN,Bronze
1948,FIN,Gold
1948,USA,Silver
1948,DEN,Bronze
1948,AUT,Gold
1948,FIN,Silver
1948,USA,Bronze
1948,USA,Gold
1948,AUS,Silver
1948,SWE,Bronze
1948,HUN,Gold
1948,ARG,Silver
1948,BEL,Bronze
1948,ARG,Gold
1948,GBR,Silver
1948,USA,Bronze
1948,USA,Gold
1948,FIN,Silver
1948,USA,Bronze
1948,USA,Gold
1948,USA,Silver
1948,AUT,Bronze
1948,FRA,Gold
1948,ITA,Silver
1948,TUR,Bronze
1948,SWE,Gold
1948,AUS,Silver
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,BRA,Bronze
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,FRA,Silver
1948,KOR,Bronze
1948,ARG,Gold
1948,ITA,Silver
1948,RSA,Bronze
1948,ARG,Gold
1948,SWE,Silver
1948,PUR,Bronze
1948,HUN,Gold
1948,ITA,Silver
1948,POL,Bronze
1948,ITA,Gold
1948,RSA,Silver
1948,DEN,Bronze
1948,RSA,Gold
1948,BEL,Silver
1948,ITA,Bronze
1948,TCH,Gold
1948,USA,Silver
1948,ITA,Bronze
1948,HUN,Gold
1948,GBR,Silver
1948,ARG,Bronze
1948,RSA,Gold
1948,GBR,Silver
1948,CAN,Bronze
1948,TCH,Gold
1948,USA,Silver
1948,FRA,Bronze
1948,TCH,Gold
1948,CAN,Silver
1948,FRA,Bronze
1948,FRA,Bronze
1948,USA,Gold
1948,USA,Gold
1948,TCH,Silver
1948,TCH,Silver
1948,FRA,Bronze
1948,FRA,Bronze
1948,TCH,Gold
1948,TCH,Gold
1948,USA,Silver
1948,USA,Silver
1948,NOR,Bronze
1948,SWE,Gold
1948,FIN,Silver
1948,FRA,Bronze
1948,SWE,Gold
1948,DEN,Silver
1948,AUT,Bronze
1948,DEN,Gold
1948,NED,Silver
1948,FIN,Bronze
1948,FIN,Bronze
1948,SWE,Gold
1948,SWE,Gold
1948,NOR,Silver
1948,NOR,Silver
1948,FIN,Bronze
1948,FIN,Bronze
1948,SWE,Gold
1948,SWE,Gold
1948,DEN,Silver
1948,DEN,Silver
1948,BEL,Bronze
1948,FRA,Gold
1948,NED,Silver
1948,FRA,Bronze
1948,FRA,Bronze
1948,FRA,Bronze
1948,BEL,Gold
1948,BEL,Gold
1948,BEL,Gold
1948,GBR,Silver
1948,GBR,Silver
1948,GBR,Silver
1948,GBR,Bronze
1948,FRA,Gold
1948,BEL,Silver
1948,FRA,Bronze
1948,FRA,Bronze
1948,ITA,Gold
1948,ITA,Gold
1948,GBR,Silver
1948,GBR,Silver
1948,DEN,Bronze
1948,ITA,Gold
1948,GBR,Silver
1948,GBR,Bronze
1948,GBR,Bronze
1948,GBR,Bronze
1948,GBR,Bronze
1948,FRA,Gold
1948,FRA,Gold
1948,FRA,Gold
1948,FRA,Gold
1948,ITA,Silver
1948,ITA,Silver
1948,ITA,Silver
1948,ITA,Silver
1948,SWE,Bronze
1948,SUI,Gold
1948,FRA,Silver
1948,POR,Bronze
1948,POR,Bronze
1948,POR,Bronze
1948,FRA,Gold
1948,FRA,Gold
1948,FRA,Gold
1948,USA,Silver
1948,USA,Silver
1948,USA,Silver
1948,SWE,Bronze
1948,FRA,Gold
1948,USA,Silver
1948,MEX,Bronze
1948,MEX,Bronze
1948,MEX,Bronze
1948,USA,Gold
1948,USA,Gold
1948,USA,Gold
1948,SWE,Silver
1948,SWE,Silver
1948,SWE,Silver
1948,FRA,Bronze
1948,MEX,Gold
1948,MEX,Silver
1948,GBR,Bronze
1948,GBR,Bronze
1948,GBR,Bronze
1948,MEX,Gold
1948,MEX,Gold
1948,MEX,Gold
1948,ESP,Silver
1948,ESP,Silver
1948,ESP,Silver
1948,ITA,Bronze
1948,ITA,Gold
1948,SUI,Silver
1948,SWE,Bronze
1948,SWE,Bronze
1948,SWE,Bronze
1948,SWE,Bronze
1948,SWE,Bronze
1948,SWE,Bronze
1948,FRA,Gold
1948,FRA,Gold
1948,FRA,Gold
1948,FRA,Gold
1948,FRA,Gold
1948,FRA,Gold
1948,ITA,Silver
1948,ITA,Silver
1948,ITA,Silver
1948,ITA,Silver
1948,ITA,Silver
1948,ITA,Silver
1948,HUN,Bronze
1948,FRA,Gold
1948,FRA,Silver
1948,AUT,Bronze
1948,HUN,Gold
1948,DEN,Silver
